SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ABMKNO,EQ,20-04-2026,240.65,252.95,253.0,252.0,252.0,252.0,252.56,15,"3,788.40",5,13,86.67
ABMKNO,EQ,21-04-2026,252.0,252.0,252.0,227.45,240.0,237.3,236.78,1219,2.89,53,1035,84.91
ABMKNO,EQ,22-04-2026,237.3,236.0,238.0,231.0,237.0,237.9,235.31,678,1.6,35, 662, 97.64
