SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
LUMAXTECH,EQ,24-12-2008,22.0,21.65,21.65,21.65,21.65,21.65,21.65,"1,000","21,650.00",-,-,-
LUMAXTECH,BL,26-12-2023,242.5,386.0,386.0,386.0,386.0,386.0,386.0,"28,11,262","1,08,51,47,132.00",1,-,-
LUMAXTECH,BL,27-05-2024,386.0,478.0,478.0,478.0,478.0,478.0,478.0,"6,06,000","28,96,68,000.00",1,-,-
