SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BTTL,EQ,20-04-2026,35.25,33.5,37.0,33.0,37.0,36.7,35.84,"10,813","3,87,524.15",85,"6,649",61.49
BTTL,EQ,21-04-2026,36.7,35.3,36.65,35.3,35.6,35.6,36.16,181,0.07,10, 173,95.58
BTTL,EQ,22-04-2026,35.6,37.25,37.25,34.7,34.7,34.7,35.59,3681,1.31,125, 2464, 66.94
